Machine name,03-02-2025,04-02-2025,05-02-2025,06-01-2025,09-01-2025,10-01-2025,10-02-2025,11-02-2025,12-02-2025
011L-DMULLE,Seen,Seen,Seen,NotFound,NotFound,NotFound,Seen,Seen,NotFound
